,name,rating,provider,lat,lon,city
0,"Közz Kokoreç, Keçiören (Adnan Menderes Mah.)",3.9,GETIR,39.9334,32.8597,ANKARA
1,Eyüp Sultan Sofrası,4.6,YEMEK_SEPETI,41.0082,28.9784,ISTANBUL
2,Kahve Dünyası Algötür (Hoca Paşa Mah.),2.8,GETIR,41.0082,28.9784,ISTANBUL
3,"Fm Pide, Fatih (Katip Kasım Mah.)",0.0,GETIR,41.0082,28.9784,ISTANBUL
4,Umut Pide & Kebap (Kavaklıdere Mah.),4.7,GETIR,39.9334,32.8597,ANKARA
5,Pizza Time (Abidinpaşa Mah.),4.4,GETIR,39.9334,32.8597,ANKARA
6,Kahve 6 Kahvaltı & Cafe (Kocamustafapaşa Mah.),4.6,GETIR,41.0082,28.9784,ISTANBUL
7,Waffle Works & Kumpir & Tatlı,3.3,YEMEK_SEPETI,41.0082,28.9784,ISTANBUL
8,"Başak Kır Pidesi, Çankaya (Bahçelievler Mah.)",4.6,GETIR,39.9334,32.8597,ANKARA
9,"Konak Döner & Lahmacun, Mamak (Abidinpaşa Mah.)",4.6,GETIR,39.9334,32.8597,ANKARA
10,"Hikmet Döner Salonu, Merkez (Mustafa Paşa Mah.)",0.0,GETIR,38.6748,39.2225,ELAZIĞ
11,"Akın Kebap, Altındağ (Hacettepe Mah.) ",3.4,GETIR,39.9334,32.8597,ANKARA
12,Balipaşa Pilavcısı (Mimar Hayrettin Mah.),0.0,GETIR,41.0082,28.9784,ISTANBUL
13,Lagetom Coffee (Bahçelievler Mah.),0.0,GETIR,39.9334,32.8597,ANKARA
14,Çırahan Kilo Mangal & Izgara Döner,4.0,YEMEK_SEPETI,38.6748,39.2225,ELAZIĞ
15,Il Pollo Del Capo (Bahçelievler Mah.)  ,4.5,GETIR,39.9334,32.8597,ANKARA
16,"Pizza City, Merkez (Çaydaçıra Mah.)",4.6,GETIR,38.6748,39.2225,ELAZIĞ
17,Maydonoz Döner,3.7,YEMEK_SEPETI,39.9334,32.8597,ANKARA
18,"SB Döner & Sos, Merkez (Yeni Mah.)",3.6,GETIR,38.6748,39.2225,ELAZIĞ
19,"Mersinli Ciğerci Aydın, Çankaya (Maltepe Mah.)",4.4,GETIR,39.9334,32.8597,ANKARA
20,"Tunus Islak Hamburger, Çankaya (Maltepe Mah.)",0.0,GETIR,39.9334,32.8597,ANKARA
21,"Çırahan Kilo Mangal & Izgara Döner, Merkez (Çaydaçıra Mah.)  ",4.4,GETIR,38.6748,39.2225,ELAZIĞ
22,"Usta Dönerci, Merkez (Malatya Cad.)",3.8,GETIR,38.6748,39.2225,ELAZIĞ
23,Şırdancı Mehmet,3.5,YEMEK_SEPETI,41.0082,28.9784,ISTANBUL
24,Kebo,4.1,YEMEK_SEPETI,38.6748,39.2225,ELAZIĞ
25,Turtles Pizza (Esatoğlu Mah.),4.7,GETIR,39.9334,32.8597,ANKARA
26,"Köfteci Sadık Usta, Merkez (Doğukent Mah.)",4.2,GETIR,38.6748,39.2225,ELAZIĞ
27,Selimiye Muhallebicisi (Maltepe Mah.),4.5,GETIR,41.0082,28.9784,ISTANBUL
28,Birlik Sandviç (Remzi Oğuz Arık Mah.),4.5,GETIR,39.9334,32.8597,ANKARA
29,İkizler Pilavcısı (Cerrahpaşa Mah. -Esekapı),4.5,GETIR,41.0082,28.9784,ISTANBUL
30,Kral Tantuni & Cajun & Burger,3.8,YEMEK_SEPETI,39.9334,32.8597,ANKARA
31,"Mehmetcik Pide, Merkez (Akpınar Mah.)",0.0,GETIR,38.6748,39.2225,ELAZIĞ
32,Sugar & Cheese,3.3,YEMEK_SEPETI,41.0082,28.9784,ISTANBUL
33,Es Sucuk'cum (Camiikebir Mah.),4.4,GETIR,41.0082,28.9784,ISTANBUL
34,"Well Tost Sandviç, Çankaya (Dögol Cad.)",4.2,GETIR,39.9334,32.8597,ANKARA
35,Akdeniz Hatay Sofrası (İskenderpaşa Mah.),3.9,GETIR,41.0082,28.9784,ISTANBUL
36,"Meşhur Adıyaman Çiğ Köftecisi Ömer Aybak, (Mebusevler Mah.)",4.5,GETIR,39.9334,32.8597,ANKARA
37,Hanzade Baklava & Sütlü Tatlı (Ali Kuşcu Mah.)  ,3.7,GETIR,41.0082,28.9784,ISTANBUL
38,Öz Başkent Dürümcüsü,3.3,YEMEK_SEPETI,39.9334,32.8597,ANKARA
39,"Serince Çiğ Köfte, Çankaya (Bahçelievler Mah.)",4.3,GETIR,39.9334,32.8597,ANKARA
40,"Chinese Wood'n Wok, Çankaya (Umut Mah.)",4.4,GETIR,39.9334,32.8597,ANKARA
41,"İstanbul Islak Hamburgercisi, Çankaya (Küçükesat Mah.)",4.2,GETIR,39.9334,32.8597,ANKARA
42,Sosso Döner & Tantuni,0.0,YEMEK_SEPETI,38.6748,39.2225,ELAZIĞ
43,"Butat Tantuni, Merkez (Çarşı Mah.)",3.7,GETIR,38.6748,39.2225,ELAZIĞ
44,"Caffé Di Toeé, Çankaya (Eti Mah.)   ",3.6,GETIR,39.9334,32.8597,ANKARA
45,Has Dürüm (İskenderpaşa Mah.),4.2,GETIR,41.0082,28.9784,ISTANBUL
46,"F. Chef İtaliano Pizza & Pasta, Şişli (Halaskargazi Mah.)",4.1,GETIR,41.0082,28.9784,ISTANBUL
47,Chicken Bros (Maltepe Mah.),4.5,GETIR,41.0082,28.9784,ISTANBUL
48,Bir Efsane Döner (İleri Mah.),4.5,GETIR,39.9334,32.8597,ANKARA
49,"Atabay Katık Haus, Merkez (Çaydaçıra Mah.)  ",4.2,GETIR,38.6748,39.2225,ELAZIĞ
50,Yusuf Büryan & Kebap,0.0,YEMEK_SEPETI,41.0082,28.9784,ISTANBUL
51,Best Burger,4.5,YEMEK_SEPETI,41.0082,28.9784,ISTANBUL
52,"Kayseri Gurme, Çankaya (İleri Mah.)",4.2,GETIR,39.9334,32.8597,ANKARA
53,Öz Sarıyer Börek & Pide,3.4,YEMEK_SEPETI,38.6748,39.2225,ELAZIĞ
54,"Kim7 Kumrucu Fast Food, Çankaya (Korkutreis Mah.)",4.4,GETIR,39.9334,32.8597,ANKARA
55,Abbasi Ev Yemekleri (Kalyoncu Kulluk Mah.),4.2,GETIR,41.0082,28.9784,ISTANBUL
56,Adile Sultan Ev Yemekleri (Yavuz Sultan Selim Mah.),4.7,GETIR,41.0082,28.9784,ISTANBUL
57,Efe Pide & Lahmacun (Mimar Hayrettin Mah.),4.3,GETIR,41.0082,28.9784,ISTANBUL
58,Pilavcı Kardeşler,4.4,YEMEK_SEPETI,41.0082,28.9784,ISTANBUL
59,Tavada Tavuk (Akşemsettin Mah.),3.8,GETIR,41.0082,28.9784,ISTANBUL
60,Chinese & Sushi Express (Asmalımescit Mah.),4.7,GETIR,41.0082,28.9784,ISTANBUL
61,"Starbucks®, Çankaya (Cumhuriyet Mah.)",4.3,GETIR,39.9334,32.8597,ANKARA
62,"Bowl & More, Çankaya (Tınaztepe Mah.)",4.3,GETIR,39.9334,32.8597,ANKARA
63,"Ünlülerin Çiğ Köftecisi Malatyalı Osman Usta, (Fidanlık Mah.)",4.3,GETIR,39.9334,32.8597,ANKARA
64,Etçi Mücahit Burger & Döner (Akşemsettin Mah.),3.9,GETIR,41.0082,28.9784,ISTANBUL
65,"Arıbal Fırın, Mamak (Aşık Veysel Mah.)",4.5,GETIR,39.9334,32.8597,ANKARA
66,Başvekil Extra (Şehremini Mah. - Çapa),4.5,GETIR,41.0082,28.9784,ISTANBUL
67,Cajun Chicken Time (Seyranbağları Mah.),4.6,GETIR,39.9334,32.8597,ANKARA
68,Çınar Lahmacun Pide & Kebap,0.0,YEMEK_SEPETI,41.0082,28.9784,ISTANBUL
69,Acıktım Halil Usta (Katipmustafa Çelebi Mah.),4.5,GETIR,41.0082,28.9784,ISTANBUL
70,Harun Ustanın Gözlemesi (Küçük Piyale Mah.),4.8,GETIR,41.0082,28.9784,ISTANBUL
71,Ekleristan (Kocamustafapaşa Mah.),4.5,GETIR,41.0082,28.9784,ISTANBUL
72,"Elaziz Çiğköfte, Merkez (İcadiye Mah.) ",4.2,GETIR,38.6748,39.2225,ELAZIĞ
73,Şanlıurfa Dürümce Kebap (Cerrahpaşa Mah.),3.4,GETIR,41.0082,28.9784,ISTANBUL
74,Köftecim Sadık Usta,3.7,YEMEK_SEPETI,38.6748,39.2225,ELAZIĞ
75,Gurme Mutfak Ev Yemekleri (Ali Kuşçu Mah.),4.2,GETIR,41.0082,28.9784,ISTANBUL
76,"Sefer Piknik Vitamin, Çankaya (Kızılay Mah.)",4.3,GETIR,39.9334,32.8597,ANKARA
77,Huzur Pide & Kebap,3.7,YEMEK_SEPETI,39.9334,32.8597,ANKARA
78,"Komagene Etsiz Çiğ Köfte, Altındağ (Dışkapı)",4.4,GETIR,39.9334,32.8597,ANKARA
79,Beyoğlu Unkapanı pilavcısı (Kalyoncu Kulluğu Mah.),4.4,GETIR,41.0082,28.9784,ISTANBUL
80,Sar Kebap,4.1,YEMEK_SEPETI,39.9334,32.8597,ANKARA
81,"Balta Burger, Merkez (Cumhuriyet Mah.)",4.3,GETIR,38.6748,39.2225,ELAZIĞ
82,Pizza Bulls,4.2,YEMEK_SEPETI,41.0082,28.9784,ISTANBUL
83,"Ulaş Et Lokantası, Merkez (Üniversite Mah.)",4.7,GETIR,38.6748,39.2225,ELAZIĞ
84,Hacıelaziz Çiğköfte (İskenderpaşa Mah.),4.3,GETIR,41.0082,28.9784,ISTANBUL
85,Rain Bowl (Ergenekon Mah.),3.5,GETIR,41.0082,28.9784,ISTANBUL
86,"Lezzetlim, Merkez (Akpınar Mah.)",4.3,GETIR,38.6748,39.2225,ELAZIĞ
87,Mersin Tantuni & Kebap Cengiz Usta,4.0,YEMEK_SEPETI,39.9334,32.8597,ANKARA
88,"Home Burger, Merkez (Çaydaçıra Mah.)",4.3,GETIR,38.6748,39.2225,ELAZIĞ
89,"Motto Cafe, Çankaya (Tınaztepe Mah.)",0.0,GETIR,39.9334,32.8597,ANKARA
90,"SR Döner, Çankaya (Cebeci Mah.)",4.2,GETIR,39.9334,32.8597,ANKARA
91,Türkeli Mantı Evi (Dikilitaş Mah.),3.9,GETIR,41.0082,28.9784,ISTANBUL
92,"Hob Chocolate, Keçiören (Emrah Mah.)",4.7,GETIR,39.9334,32.8597,ANKARA
93,Dönerci Celal Usta (Hocapaşa Mah.),4.7,GETIR,41.0082,28.9784,ISTANBUL
94,"Berliner Döner, Çankaya (Fidanlık Mah.)",4.3,GETIR,39.9334,32.8597,ANKARA
95,"Hatay Mix Burger, Merkez (Üniversite Mah.)",4.6,GETIR,38.6748,39.2225,ELAZIĞ
96,"Befem Mutfağı, Merkez (Sanayi 1. Bölge Mah.)",0.0,GETIR,38.6748,39.2225,ELAZIĞ
97,Burgerillas (Rüstempaşa Mah.),4.4,GETIR,41.0082,28.9784,ISTANBUL
98,"Bebu Restaurant, Esenler (Mimar Sinan Mah.)",0.0,GETIR,41.0082,28.9784,ISTANBUL
99,"Pizza Hut, Altındağ (Hacettepe Mah.)",3.6,GETIR,39.9334,32.8597,ANKARA
100,"Tavuk Dünyası, Merkez (Nail Bey Mah.)",4.0,GETIR,38.6748,39.2225,ELAZIĞ
101,"Köftecimm, Mamak (Abidinpaşa Mah.)",4.8,GETIR,39.9334,32.8597,ANKARA
102,Taj-Mahal Indian Restaurant (Asmalı Mescit Mah.),4.4,GETIR,41.0082,28.9784,ISTANBUL
103,American Burger (İskenderpaşa Mah.),3.7,GETIR,41.0082,28.9784,ISTANBUL
104,Lahmacun Gross Çankaya (İleri Mah.),4.5,GETIR,39.9334,32.8597,ANKARA
105,"Efe Piknik & Köfte & Döner, Kurtuluş (Topraklık Mah.)",3.9,GETIR,39.9334,32.8597,ANKARA
106,Noodle Magic Box (Cihangir Mah.),4.4,GETIR,41.0082,28.9784,ISTANBUL
107,Lahmacuncu Üniversite Mah.,4.4,YEMEK_SEPETI,38.6748,39.2225,ELAZIĞ
108,"Niyokki Doğal Makarna, Merkez (Cumhuriyet Mah.)",4.0,GETIR,38.6748,39.2225,ELAZIĞ
109,Cafemo (Cerrahpaşa Mah.),4.4,GETIR,41.0082,28.9784,ISTANBUL
110,"Harrbi Efsane Lezzet, Çankaya (Fakülteler Mah.)",4.4,GETIR,39.9334,32.8597,ANKARA
111,"Hacıoğlu, Fatih (Ali Kuşçu Mah.)",4.3,GETIR,41.0082,28.9784,ISTANBUL
112,"El-Aziz Çiğ Köfte, Merkez (Üniversite Mah.)",4.1,GETIR,38.6748,39.2225,ELAZIĞ
113,"Kasap 1923, Çankaya (Kavaklıdere Mah.)",4.4,GETIR,39.9334,32.8597,ANKARA
114,Etiler Marmaris (Katip Kasım Mah.),4.1,GETIR,41.0082,28.9784,ISTANBUL
115,Çakraz Piliç,4.3,YEMEK_SEPETI,39.9334,32.8597,ANKARA
116,"Meşhur Adıyaman Çiğ Köftecisi Ömer Aybak, Mamak (Balkiraz Mah.)",4.0,GETIR,39.9334,32.8597,ANKARA
117,"Meşhur Adıyaman Çiğ Köftecisi Bayram Usta, Zübeyde Hanım Mah.",4.6,GETIR,39.9334,32.8597,ANKARA
118,Lokanta Elina (Yahya Kahya Mah.),4.6,GETIR,41.0082,28.9784,ISTANBUL
119,Çıtır Kadir Lahmacun & Pide (Cerrahpaşa Mah.),4.2,GETIR,41.0082,28.9784,ISTANBUL
120,Cerrahpaşa Pilavcısı (Cerrahpaşa Mah. - K.M. Paşa Cad.),4.5,GETIR,41.0082,28.9784,ISTANBUL
121,Ulaş Balıkçılık (Firuzağa Mah.),4.8,GETIR,41.0082,28.9784,ISTANBUL
122,"Pizza Lazza, Altındağ (Hacettepe Mah.)",4.2,GETIR,39.9334,32.8597,ANKARA
123,Beast Burger & Pasta,3.6,YEMEK_SEPETI,39.9334,32.8597,ANKARA
124,Küşane Burger & Pizza,4.8,YEMEK_SEPETI,38.6748,39.2225,ELAZIĞ
125,Gurme Kokoreç & Izgara,3.2,YEMEK_SEPETI,38.6748,39.2225,ELAZIĞ
126,"Dalyan Balıkçılık, Keçiören (Şefkat Mah. - Mecidiye)",4.3,GETIR,39.9334,32.8597,ANKARA
127,"Junk Vegan, Çankaya ( Remzi Oğuz Arık )",4.7,GETIR,39.9334,32.8597,ANKARA
128,Gedikli Köfte & Grill (Müeyyetzade Mah.),4.7,GETIR,41.0082,28.9784,ISTANBUL
129,"Starbucks®, Çankaya (Kızılay Meşrutiyet Mah.)",4.4,GETIR,39.9334,32.8597,ANKARA
130,"Pilav, Merkez (Üniversite Mah.)",4.1,GETIR,38.6748,39.2225,ELAZIĞ
131,"Yıldızsem Tantuni, Merkez (Yeni Mah.)",4.6,GETIR,38.6748,39.2225,ELAZIĞ
132,"Kızılelma Pilavcısı, Fatih (Haseki Sultan Mah.)",0.0,GETIR,41.0082,28.9784,ISTANBUL
133,Bereket Döner,3.6,YEMEK_SEPETI,41.0082,28.9784,ISTANBUL
134,Damla Pide (Haseki Sultan Mah.),4.2,GETIR,41.0082,28.9784,ISTANBUL
135,"Fero's Pizza & Hamburger & Izgara, Çankaya (Seyranbağları Mah.)",4.4,GETIR,39.9334,32.8597,ANKARA
136,"Arabica, Çankaya (Çamlıtepe Mah.)",4.4,GETIR,39.9334,32.8597,ANKARA
137,Kaşık’La Kovada Makarna,3.7,YEMEK_SEPETI,39.9334,32.8597,ANKARA
138,"Hünerli Pizza, Mamak (Bahçelerüstü Mah.)",4.7,GETIR,39.9334,32.8597,ANKARA
139,"Das Sandviç, Merkez (Sürsürü Mah.)",4.6,GETIR,38.6748,39.2225,ELAZIĞ
140,Trend Adıyaman Çiğköfte,4.2,YEMEK_SEPETI,41.0082,28.9784,ISTANBUL
141,Tarhana Kazanı,4.1,YEMEK_SEPETI,39.9334,32.8597,ANKARA
142,"Kasap Köfte, Merkez (Doğu Kent Mah.)",4.3,GETIR,38.6748,39.2225,ELAZIĞ
143,Dalain Restaurant (Akşemsettin Mah.),4.5,GETIR,41.0082,28.9784,ISTANBUL
144,"Cumhuriyet Fırını, Çankaya (Ertuğrulgazi Mah.)",4.4,GETIR,39.9334,32.8597,ANKARA
145,Kovada Pilav,3.5,YEMEK_SEPETI,39.9334,32.8597,ANKARA
146,"Ada döner, Çankaya (Bahçelievler Mah.)",4.3,GETIR,39.9334,32.8597,ANKARA
147,Eyüp Sultan Sofrası (Yedikule Mah.),4.4,GETIR,41.0082,28.9784,ISTANBUL
148,"Murat Piknik & Kilo Mangal, Merkez (İzzet Paşa Mah.)",4.4,GETIR,38.6748,39.2225,ELAZIĞ
149,Motto Fried Chicken (Akşemsettin Mah.),4.7,GETIR,41.0082,28.9784,ISTANBUL
150,"Lavinia Çikolata & Kahve, Merkez (Cumhuriyet 2. Bölge Mah.)",3.8,GETIR,38.6748,39.2225,ELAZIĞ
151,El-Aziz Çiğ Köfte,4.1,YEMEK_SEPETI,38.6748,39.2225,ELAZIĞ
152,Master Chef Mehmet Kebap,3.7,YEMEK_SEPETI,41.0082,28.9784,ISTANBUL
153,Pilav Üstü Aşk,3.9,YEMEK_SEPETI,39.9334,32.8597,ANKARA
154,Espressolab (Sirkeci - Hobyar Mah.),4.4,GETIR,41.0082,28.9784,ISTANBUL
155,Şanlı Urfa Kebap (İnönü Mah.),4.6,GETIR,41.0082,28.9784,ISTANBUL
156,"Uluçay Tantuni, Çankaya (Balgat, Oğuzlar Mah.)",4.8,GETIR,39.9334,32.8597,ANKARA
157,"Caffe Di Toee, Çankaya ( Kavaklıdere Mah. )",3.9,GETIR,39.9334,32.8597,ANKARA
158,Yanar Döner Tantuni,0.0,YEMEK_SEPETI,38.6748,39.2225,ELAZIĞ
159,Develi (Koca Mustafapaşa Mah.),4.7,GETIR,41.0082,28.9784,ISTANBUL
160,Can Watan Cafe (Şehremini Mah.),3.6,GETIR,41.0082,28.9784,ISTANBUL
161,"Coffy, Çankaya (Fakülteler Mah.)",4.0,GETIR,39.9334,32.8597,ANKARA
162,"Ataşehir Kilo Mangal & Dürüm, Merkez (Ataşehir Mah.)",4.2,GETIR,38.6748,39.2225,ELAZIĞ
163,Yıldız Döner (Orta Mah.),4.5,GETIR,41.0082,28.9784,ISTANBUL
164,Öz Çiçek Unlu Mamüller,3.6,YEMEK_SEPETI,38.6748,39.2225,ELAZIĞ
165,"Cajun Shack, Çankaya (Esatoğlu Mah.)",0.0,GETIR,39.9334,32.8597,ANKARA
166,"Güven Şiş Kilo Mangal, Merkez (Nail Bey Mah.)",4.4,GETIR,38.6748,39.2225,ELAZIĞ
167,"Düdük Makarna & Tost & Salata, Çankaya (Barbaros Mah.)",3.3,GETIR,39.9334,32.8597,ANKARA
168,"Amcanın Yeri, Merkez (Çarşı Mah.)",4.5,GETIR,38.6748,39.2225,ELAZIĞ
169,Ceviziçi Çiğ Köfte,3.0,YEMEK_SEPETI,38.6748,39.2225,ELAZIĞ
170,"Komagene Etsiz Çiğ Köfte, Kolej",4.3,GETIR,39.9334,32.8597,ANKARA
171,"Urfalı Hacı Mehmet, Ulus (Anafartalar)",4.7,GETIR,39.9334,32.8597,ANKARA
172,Muhtar Tatlı & Cafe (Hırka-i Şerif Mah.),0.0,GETIR,41.0082,28.9784,ISTANBUL
173,"Ezgi'nin Mutfağı, Çankaya ( Maltepe Mah. )",4.4,GETIR,39.9334,32.8597,ANKARA
174,"Waffle Express, Çankaya (Maltepe Mah.)",3.8,GETIR,39.9334,32.8597,ANKARA
175,"Yıldız Aspava, Çankaya (Bahçelievler Mah. - Beşevler)",4.5,GETIR,39.9334,32.8597,ANKARA
176,"Komagene Etsiz Çiğ Köfte, Çankaya (Cebeci Mah.)  ",3.9,GETIR,39.9334,32.8597,ANKARA
177,"Atom Ayvalık & Kumru, Göktürk Mah.",4.7,GETIR,39.9334,32.8597,ANKARA
178,"SB Döner & Sos, Merkez (Cumhuriyet Mah.)",3.3,GETIR,38.6748,39.2225,ELAZIĞ
179,"Chef Omar, Fatih (Molla Gürani Mah.)",0.0,GETIR,41.0082,28.9784,ISTANBUL
180,McDonald's,2.7,YEMEK_SEPETI,39.9334,32.8597,ANKARA
181,"Ayder Kafeterya & Kahvaltı, Merkez (Üniversite Mah.)",4.3,GETIR,38.6748,39.2225,ELAZIĞ
182,Domino's Pizza Çankaya (Fakülteler Mah.),4.5,GETIR,39.9334,32.8597,ANKARA
183,Paçacı Mahmut (İskenderpaşa Mah.),4.4,GETIR,41.0082,28.9784,ISTANBUL
184,"Meşhur İstanbul Pilavcısı, Çankaya (Bahçelievler Mah.)",0.0,GETIR,39.9334,32.8597,ANKARA
185,Maydonoz Döner (Aksaray Mah.),3.8,GETIR,41.0082,28.9784,ISTANBUL
186,"Öz Kebap 9, Mamak (Demirlibahçe Mah.)",4.4,GETIR,39.9334,32.8597,ANKARA
187,"Asmalı Balkon, ( Mustafa Kemal Mah. )",4.8,GETIR,39.9334,32.8597,ANKARA
188,"Boldi Kumrucu Sinan, Çankaya (Bahçelievler Mah. - Beşevler)",4.0,GETIR,39.9334,32.8597,ANKARA
189,Rain Burger (Kemalpaşa Mah.),4.5,GETIR,41.0082,28.9784,ISTANBUL
